Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Jordan Payton\PaytJo00,CLE,23,,4,0,3,1,33.30%,3,3,0,0,3,1,0.3,0.8,0
Isaiah Pead\PeadIs00,MIA,27,,3,0,1,1,100.00%,6,6,0,0,6,6,0.3,2,0
Donald Penn*\PennDo20,OAK,33,LT,16,16,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0
Troymaine Pope\PopeTr00,2TM,23,,4,0,2,1,50.00%,5,5,0,0,5,2.5,0.3,1.3,0
Jay Prosch\ProsJa00,HOU,24,fb,15,1,1,1,100.00%,6,6,0,1,6,6,0.1,0.4,0
Chase Reynolds\ReynCh00,LAR,29,,16,0,1,1,100.00%,4,4,0,1,4,4,0.1,0.3,0
Rashad Ross\RossRa00,WAS,26,,5,0,1,1,100.00%,8,8,0,0,8,8,0.2,1.6,0
DeAndre Smelter\SmelDe00,SFO,25,,2,0,1,1,100.00%,23,23,0,1,23,23,0.5,11.5,0
Alex Smith*\SmitAl03,KAN,32,QB,15,15,1,1,100.00%,3,3,0,0,3,3,0.1,0.2,7
Devin Smith\SmitDe04,NYJ,24,,4,0,3,1,33.30%,20,20,0,1,20,6.7,0.3,5,0
Rod Smith\SmitRo06,DAL,24,,7,0,1,1,100.00%,4,4,0,0,4,4,0.1,0.6,0
Devin Street\StreDe00,IND,25,,5,0,6,1,16.70%,20,20,0,1,20,3.3,0.2,4,0
D.J. Tialavea\TialD.00,ATL,25,,2,0,1,1,100.00%,1,1,1,1,1,1,0.5,0.5,0
Laquon Treadwell\TreaLa00,MIN,21,wr,9,1,3,1,33.30%,15,15,0,1,15,5,0.1,1.7,0
Terron Ward\WardTe00,ATL,24,,5,0,2,1,50.00%,11,11,0,1,11,5.5,0.2,2.2,0
Tony Washington\WashTo00,JAX,24,,2,0,1,1,100.00%,9,9,0,0,9,9,0.5,4.5,0
Terrell Watson\WatsTe00,PHI,23,,1,0,1,1,100.00%,5,5,0,0,5,5,1,5,0
Joe Webb\WebbJo00,CAR,30,,14,0,3,1,33.30%,3,3,0,0,3,1,0.1,0.2,0
Carson Wentz\WentCa00,PHI,24,QB,16,16,1,1,100.00%,7,7,0,0,7,7,0.1,0.4,14
Jonathan Williams\WillJo07,BUF,22,,11,0,2,1,50.00%,0,0,0,0,0,0,0.1,0,2
Kerwynn Williams\WillKe05,ARI,25,,10,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.6,0
Shane Wynn\WynnSh00,JAX,24,,5,0,3,1,33.30%,19,19,0,1,19,6.3,0.2,3.8,0
