Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Mike Tolbert*+\TolbMi00,CAR,30,fb/rb,16,3,23,18,78.30%,154,8.6,3,8,40,6.7,1.1,9.6,0
Travaris Cadet\CadeTr00,3TM,26,,7,1,22,17,77.30%,214,12.6,1,0,44,9.7,2.4,30.6,1
Derek Carrier\CarrDe00,WAS,25,fb/TE/wr,12,12,22,17,77.30%,141,8.3,1,4,20,6.4,1.4,11.8,0
Chris Conley\ConlCh00,KAN,23,wr,16,5,31,17,54.80%,199,11.7,1,12,44,6.4,1.1,12.4,0
Ed Dickson\DickEd00,CAR,28,TE,16,11,26,17,65.40%,121,7.1,2,10,17,4.7,1.1,7.6,0
C.J. Fiedorowicz\FiedC.00,HOU,24,TE,16,14,24,17,70.80%,167,9.8,1,8,25,7,1.1,10.4,1
Khiry Robinson\RobiKh00,NOR,26,,8,0,20,17,85.00%,115,6.8,0,4,22,5.8,2.1,14.4,0
De'Anthony Thomas\ThomDe05,KAN,22,wr,10,1,25,17,68.00%,140,8.2,1,6,36,5.6,1.7,14,2
Kenbrell Thompkins\ThomKe02,NYJ,27,wr,7,2,33,17,51.50%,165,9.7,0,7,43,5,2.4,23.6,0
Nick Williams\WillNi02,ATL,25,,14,0,25,17,68.00%,159,9.4,2,11,29,6.4,1.2,11.4,0
Luke Willson\WillLu00,SEA,25,te,14,7,26,17,65.40%,213,12.5,1,11,24,8.2,1.2,15.2,0
Dwayne Allen\AlleDw00,IND,25,TE,13,12,29,16,55.20%,109,6.8,1,4,21,3.8,1.2,8.4,0
Bennie Fowler\FowlBe00,DEN,24,wr,16,1,25,16,64.00%,203,12.7,0,11,41,8.1,1,12.7,0
Josh Hill\HillJo02,NOR,25,te,16,7,30,16,53.30%,120,7.5,2,8,19,4,1,7.5,0
Jeremy Kerley\KerlJe00,NYJ,27,wr,16,1,26,16,61.50%,152,9.5,2,7,25,5.8,1,9.5,1
Marcedes Lewis\LewiMa00,JAX,31,TE,16,16,37,16,43.20%,226,14.1,0,8,45,6.1,1,14.1,0
Chris Polk\PolkCh00,HOU,26,rb,15,2,28,16,57.10%,109,6.8,1,5,12,3.9,1.1,7.3,0
Jonathan Stewart*\StewJo00,CAR,28,RB,13,13,21,16,76.20%,99,6.2,1,5,15,4.7,1.2,7.6,3
Jason Avant\AvanJa00,KAN,32,wr,16,1,24,15,62.50%,119,7.9,0,5,20,5,0.9,7.4,0
Blake Bell\BellBl00,SFO,24,te,14,5,25,15,60.00%,186,12.4,0,5,48,7.4,1.1,13.3,0
Alfred Blue\BlueAl00,HOU,24,RB,15,9,16,15,93.80%,109,7.3,1,2,21,6.8,1,7.3,2
Andre Ellington\ElliAn00,ARI,26,rb,10,3,24,15,62.50%,148,9.9,0,8,32,6.2,1.5,14.8,1
Jeremy Hill\HillJe01,CIN,23,RB,16,15,19,15,78.90%,79,5.3,1,6,14,4.2,0.9,4.9,3
Marqise Lee\LeexMa00,JAX,24,wr,10,1,32,15,46.90%,191,12.7,1,11,30,6,1.5,19.1,0
Ty Montgomery\MontTy01,GNB,22,wr,6,3,19,15,78.90%,136,9.1,2,6,31,7.2,2.5,22.7,0
Marlon Brown\BrowMa00,BAL,24,wr,10,2,30,14,46.70%,112,8,0,4,22,3.7,1.4,11.2,0
Clay Harbor\HarbCl00,JAX,28,te,15,3,20,14,70.00%,149,10.6,1,9,26,7.5,0.9,9.9,0
Andre Holmes\HolmAn00,OAK,27,wr,16,1,33,14,42.40%,201,14.4,4,9,49,6.1,0.9,12.6,0
Darius Jennings\JennDa00,CLE,23,wr,4,1,21,14,66.70%,117,8.4,0,7,16,5.6,3.5,29.3,1
Keith Mumphery\MumpKe00,HOU,23,wr,16,3,32,14,43.80%,129,9.2,0,5,26,4,0.9,8.1,3
Bishop Sankey\SankBi00,TEN,23,rb,13,3,22,14,63.60%,139,9.9,1,8,30,6.3,1.1,10.7,2
Jaelen Strong\StroJa01,HOU,21,wr,10,1,24,14,58.30%,161,11.5,3,9,42,6.7,1.4,16.1,0
Miles Austin\AustMi00,PHI,31,wr,11,1,31,13,41.90%,224,17.2,1,9,39,7.2,1.2,20.4,0
Patrick DiMarco*\DiMaPa00,ATL,26,fb/rb,16,8,17,13,76.50%,110,8.5,2,9,19,6.5,0.8,6.9,0
Aaron Dobson\DobsAa00,NWE,24,wr,8,3,21,13,61.90%,141,10.8,0,9,24,6.7,1.6,17.6,0
Bruce Ellington\ElliBr00,SFO,24,,13,0,19,13,68.40%,153,11.8,0,4,44,8.1,1,11.8,3
Cooper Helfet\HelfCo00,SEA,26,te,13,2,22,13,59.10%,130,10,0,7,20,5.9,1,10,0
Marshawn Lynch\LyncMa00,SEA,29,rb,7,6,21,13,61.90%,80,6.2,0,5,19,3.8,1.9,11.4,0
Bradley Marquez\MarqBr00,STL,23,wr,16,1,22,13,59.10%,88,6.8,0,3,14,4,0.8,5.5,1
Chris Matthews\MattCh00,2TM,26,,13,0,25,13,52.00%,151,11.6,1,0,21,6,1,11.6,0
Branden Oliver\OlivBr01,SDG,24,rb,8,1,15,13,86.70%,112,8.6,0,5,17,7.5,1.6,14,0
Wes Welker\WelkWe00,STL,34,,8,0,22,13,59.10%,102,7.8,0,5,14,4.6,1.6,12.8,0
Stedman Bailey\BailSt01,STL,25,wr,8,3,25,12,48.00%,182,15.2,1,7,68,7.3,1.5,22.8,0
Brice Butler\ButlBr00,DAL,25,wr,7,2,26,12,46.20%,258,21.5,0,10,67,9.9,1.7,36.9,0
Jack Doyle\DoylJa00,IND,25,te,16,2,14,12,85.70%,72,6,1,6,19,5.1,0.8,4.5,0
Chris Gragg\GragCh00,BUF,25,te,13,4,20,12,60.00%,150,12.5,0,8,29,7.5,0.9,11.5,0
Virgil Green\GreeVi00,DEN,27,fb/te,16,5,15,12,80.00%,173,14.4,1,10,32,11.5,0.8,10.8,0
Tim Hightower\HighTi00,NOR,29,rb,8,3,13,12,92.30%,129,10.8,0,7,27,9.9,1.5,16.1,0
Brandon Myers\MyerBr00,TAM,30,fb/te,11,6,17,12,70.60%,127,10.6,0,7,17,7.5,1.1,11.5,0
Lee Smith\SmitLe00,OAK,28,TE,15,15,13,12,92.30%,70,5.8,1,4,17,5.4,0.8,4.7,0
Craig Stevens\StevCr00,TEN,31,TE,16,11,16,12,75.00%,121,10.1,2,5,27,7.6,0.8,7.6,0
Adam Thielen\ThieAd00,MIN,25,wr,16,2,18,12,66.70%,144,12,0,5,30,8,0.8,9,0
Fozzy Whittaker\WhitFo00,CAR,26,rb,15,1,15,12,80.00%,64,5.3,0,2,15,4.3,0.8,4.3,0
Jaron Brown\BrowJa03,ARI,25,,16,0,23,11,47.80%,144,13.1,1,8,39,6.3,0.7,9,0
Donteea Dye\DyexDo00,TAM,22,wr,10,6,30,11,36.70%,132,12,1,8,44,4.4,1.1,13.2,1
Rhett Ellison\ElliRh00,MIN,27,TE,15,9,19,11,57.90%,124,11.3,1,5,41,6.5,0.7,8.3,0
Michael Hoomanawanui\HoomMi00,2TM,27,,14,8,16,11,68.80%,76,6.9,3,0,19,4.8,0.8,5.4,1
Carlos Hyde\HydeCa00,SFO,25,rb,7,7,15,11,73.30%,53,4.8,0,4,11,3.5,1.6,7.6,1
Tyler Kroft\KrofTy00,CIN,23,te,16,6,15,11,73.30%,129,11.7,1,6,22,8.6,0.7,8.1,0
Cameron Meredith\MereCa00,CHI,23,,11,0,16,11,68.80%,120,10.9,0,5,22,7.5,1,10.9,0
JJ Nelson\NelsJJ00,ARI,23,wr,11,2,27,11,40.70%,299,27.2,2,11,64,11.1,1,27.2,1
Justin Perillo\PeriJu00,GNB,24,,9,0,13,11,84.60%,102,9.3,1,5,24,7.8,1.2,11.3,0
Andre Roberts\RobeAn00,WAS,27,,9,0,21,11,52.40%,135,12.3,0,5,38,6.4,1.2,15,0
Karlos Williams\WillKa01,BUF,22,fb/rb,11,3,14,11,78.60%,96,8.7,2,3,26,6.9,1,8.7,2
Ahmad Bradshaw\BradAh00,IND,29,,6,0,14,10,71.40%,64,6.4,3,5,10,4.6,1.7,10.7,0
Rex Burkhead\BurkRe00,CIN,25,,16,0,15,10,66.70%,94,9.4,1,4,27,6.3,0.6,5.9,1
Andre Caldwell\CaldAn00,DEN,30,,14,0,22,10,45.50%,72,7.2,2,4,24,3.3,0.7,5.1,0
T.J. Jones\JoneT.00,DET,23,,10,0,18,10,55.60%,132,13.2,1,5,29,7.3,1,13.2,2
Bruce Miller\MillBr02,SFO,28,fb,16,5,14,10,71.40%,135,13.5,0,5,52,9.6,0.6,8.4,0
Alfred Morris\MorrAl00,WAS,27,RB,16,16,13,10,76.90%,55,5.5,0,2,12,4.2,0.6,3.4,0
Louis Murphy\MurpLo00,TAM,28,wr,6,1,18,10,55.60%,198,19.8,0,6,54,11,1.7,33,0
John Phillips\PhilJo00,SDG,28,te,16,5,11,10,90.90%,69,6.9,1,6,15,6.3,0.6,4.3,0
MyCole Pruitt\PruiMy00,MIN,23,te,16,3,16,10,62.50%,89,8.9,0,3,32,5.6,0.6,5.6,0
Brian Quick\QuicBr00,STL,26,wr,13,3,32,10,31.30%,102,10.2,0,5,37,3.2,0.8,7.8,0
Joseph Randle\RandJo01,DAL,24,rb,6,6,10,10,100.00%,86,8.6,0,6,25,8.6,1.7,14.3,1
Jared Abbrederis\AbbrJa00,GNB,25,,9,0,16,9,56.30%,111,12.3,0,5,32,6.9,1,12.3,1
Kenjon Barner\BarnKe00,PHI,25,,11,0,12,9,75.00%,22,2.4,0,1,12,1.8,0.8,2,1
Brenton Bersin\BersBr00,CAR,25,wr,9,2,11,9,81.80%,119,13.2,0,5,30,10.8,1,13.2,1
James Hanna\HannJa00,DAL,26,te,14,7,14,9,64.30%,79,8.8,0,4,17,5.6,0.6,5.6,0
DuJuan Harris\HarrDu01,2TM,27,,4,1,14,9,64.30%,97,10.8,0,0,31,6.9,2.3,24.3,1
Roy Helu\HeluRo00,OAK,27,,9,0,16,9,56.30%,75,8.3,1,6,15,4.7,1,8.3,0
Dan Herron\HerrDa00,2TM,26,,10,0,10,9,90.00%,47,5.2,0,0,9,4.7,0.9,4.7,1
Charles Johnson\JohnCh08,MIN,26,wr,11,4,13,9,69.20%,127,14.1,0,5,35,9.8,0.8,11.5,0
Jamize Olawale\OlawJa00,OAK,26,fb,14,3,11,9,81.80%,84,9.3,0,5,15,7.6,0.6,6,0
Thomas Rawls\RawlTh00,SEA,22,rb,13,7,11,9,81.80%,76,8.4,1,2,31,6.9,0.7,5.8,1
Jeremy Ross\RossJe01,2TM,27,,11,0,14,9,64.30%,88,9.8,0,0,18,6.3,0.8,8,4
Devin Smith\SmitDe04,NYJ,23,wr,10,3,28,9,32.10%,115,12.8,1,5,22,4.1,0.9,11.5,1
Zac Stacy\StacZa00,NYJ,24,,8,0,12,9,75.00%,65,7.2,0,4,16,5.4,1.1,8.1,0
Luke Stocker\StocLu00,TAM,27,TE,14,13,13,9,69.20%,61,6.8,1,3,14,4.7,0.6,4.4,0
Pierre Thomas\ThomPi00,2TM,31,,5,0,11,9,81.80%,84,9.3,0,0,15,7.6,1.8,16.8,0
Terron Ward\WardTe00,ATL,23,,13,0,13,9,69.20%,73,8.1,0,0,18,5.6,0.7,5.6,0
Tim Wright\WrigTi01,DET,25,te,9,1,16,9,56.30%,77,8.6,2,6,26,4.8,1,8.6,0
Donald Brown\BrowDo00,SDG,28,rb,9,2,13,8,61.50%,88,11,0,2,31,6.8,0.9,9.8,1
Chase Coffman\CoffCh00,2TM,29,,2,0,11,8,72.70%,71,8.9,1,0,16,6.5,4,35.5,0
Jerome Cunningham\CunnJe00,NYG,24,fb/te,9,3,16,8,50.00%,59,7.4,0,4,16,3.7,0.9,6.6,0
Gavin Escobar\EscoGa00,DAL,24,te,14,4,13,8,61.50%,64,8,1,5,22,4.9,0.6,4.6,1
Kendall Gaskins\GaskKe00,SFO,25,,9,0,10,8,80.00%,69,8.6,0,3,16,6.9,0.9,7.7,0
Ryan Hewitt\HewiRy00,CIN,24,RB/te,15,12,12,8,66.70%,99,12.4,0,3,22,8.3,0.5,6.6,0
Jesse James\JameJe00,PIT,21,te,8,2,11,8,72.70%,56,7,1,2,20,5.1,1,7,0
Rashad Ross\RossRa00,WAS,25,,13,0,13,8,61.50%,184,23,1,5,71,14.2,0.6,14.2,0
Jay Ajayi\AjayJa00,MIA,22,,9,0,11,7,63.60%,90,12.9,0,5,20,8.2,0.8,10,0
Mike Davis\DaviMi01,SFO,22,,6,0,13,7,53.80%,38,5.4,0,2,11,2.9,1.2,6.3,0
Jonas Gray\GrayJo00,2TM,25,,8,0,8,7,87.50%,76,10.9,0,0,25,9.5,0.9,9.5,0
Demetrius Harris\HarrDe03,KAN,24,TE,16,9,11,7,63.60%,74,10.6,1,2,25,6.7,0.4,4.6,0
Taiwan Jones\JoneTa00,OAK,27,,12,0,9,7,77.80%,106,15.1,1,4,59,11.8,0.6,8.8,2
Marlon Moore\MoorMa02,CLE,28,wr,14,2,10,7,70.00%,81,11.6,1,6,20,8.1,0.5,5.8,0
Hakeem Nicks\NickHa01,NYG,27,wr,6,2,14,7,50.00%,54,7.7,0,2,19,3.9,1.2,9,0
Brandon Pettigrew\PettBr00,DET,30,TE,8,8,15,7,46.70%,67,9.6,1,4,21,4.5,0.9,8.4,0
Devin Street\StreDe00,DAL,24,wr,14,2,13,7,53.80%,114,16.3,1,6,25,8.8,0.5,8.1,1
Levine Toilolo\ToilLe00,ATL,24,TE,16,15,12,7,58.30%,44,6.3,0,3,11,3.7,0.4,2.8,0
Robert Turbin\TurbRo00,2TM,26,,10,0,10,7,70.00%,23,3.3,0,0,15,2.3,0.7,2.3,0
Myles White\WhitMy00,NYG,25,,12,0,20,7,35.00%,88,12.6,1,4,28,4.4,0.6,7.3,0
LeGarrette Blount\BlouLe00,NWE,29,rb,12,6,7,6,85.70%,43,7.2,1,3,14,6.1,0.5,3.6,1
Daniel Brown\BrowDa04,BAL,23,wr,6,1,11,6,54.50%,64,10.7,0,4,31,5.8,1,10.7,0
Michael Burton\BurtMi00,DET,23,fb/te,16,7,6,6,100.00%,39,6.5,1,3,12,6.5,0.4,2.4,0
Anthony Dixon\DixoAn00,BUF,28,rb,16,1,7,6,85.70%,44,7.3,0,1,14,6.3,0.4,2.8,0
Jim Dray\DrayJi00,CLE,29,fb/TE,16,10,16,6,37.50%,61,10.2,0,3,18,3.8,0.4,3.8,0
Daniel Fells\FellDa00,NYG,32,te,2,1,7,6,85.70%,60,10,0,4,23,8.6,3,30,0
Mike Gillislee\GillMi00,BUF,25,rb,5,1,7,6,85.70%,29,4.8,0,2,14,4.1,1.2,5.8,1
Jarryd Hayne\HaynJa00,SFO,27,rb,8,1,7,6,85.70%,27,4.5,0,2,7,3.9,0.8,3.4,3
Akeem Hunt\HuntAk01,HOU,22,rb,7,1,10,6,60.00%,39,6.5,0,2,27,3.9,0.9,5.6,0
Chris Johnson\JohnCh04,ARI,30,RB,11,9,13,6,46.20%,58,9.7,0,1,40,4.5,0.5,5.3,2
John Kuhn*\KuhnJo00,GNB,33,fb,16,6,10,6,60.00%,56,9.3,0,3,19,5.6,0.4,3.5,0
Cody Latimer\LatiCo00,DEN,23,wr,14,1,11,6,54.50%,59,9.8,1,4,15,5.4,0.4,4.2,0
Zach Line\LineZa01,MIN,25,fb/te,16,5,9,6,66.70%,95,15.8,1,4,49,10.6,0.4,5.9,0
James O'Shaughnessy\O'ShJa00,KAN,23,te,7,3,9,6,66.70%,87,14.5,0,4,30,9.7,0.9,12.4,0
Chris Owusu\OwusCh00,NYJ,25,wr,3,2,13,6,46.20%,80,13.3,0,2,43,6.2,2,26.7,0
Josh Robinson\RobiJo02,IND,23,,5,0,6,6,100.00%,33,5.5,0,2,9,5.5,1.2,6.6,1
Juwan Thompson\ThomJu01,DEN,23,fb,15,1,9,6,66.70%,51,8.5,0,1,16,5.7,0.4,3.4,0
Spencer Ware\WareSp00,KAN,24,rb,11,2,6,6,100.00%,5,0.8,0,0,5,0.8,0.5,0.5,0
Lucky Whitehead\WhitLu00,DAL,23,wr,15,1,8,6,75.00%,16,2.7,0,1,8,2,0.4,1.1,1
Darrel Young\YounDa01,WAS,28,fb,16,3,6,6,100.00%,22,3.7,0,0,8,3.7,0.4,1.4,1
Cameron Artis-Payne\ArtiCa00,CAR,25,,7,0,5,5,100.00%,58,11.6,0,4,20,11.6,0.7,8.3,0
Dwayne Bowe\BoweDw00,CLE,31,,7,0,13,5,38.50%,53,10.6,0,3,16,4.1,0.7,7.6,0
Michael Campanaro\CampMi02,BAL,24,,4,0,6,5,83.30%,35,7,0,1,11,5.8,1.3,8.8,0
Jeff Cumberland\CumbJe00,NYJ,28,te,15,6,14,5,35.70%,77,15.4,0,3,44,5.5,0.3,5.1,0
Jalston Fowler\FowlJa00,TEN,25,,16,0,6,5,83.30%,44,8.8,1,3,19,7.3,0.3,2.8,0
Cory Harkey\HarkCo00,STL,25,fb/te,16,6,6,5,83.30%,26,5.2,0,2,12,4.3,0.3,1.6,0
Austin Johnson\JohnAu00,NOR,26,fb,10,1,8,5,62.50%,30,6,0,3,12,3.8,0.5,3,0
Preston Parker\ParkPr00,NYG,28,wr,2,1,12,5,41.70%,43,8.6,0,1,15,3.6,2.5,21.5,0
Jerome Simpson\SimpJe00,SFO,29,wr,5,1,19,5,26.30%,54,10.8,1,4,16,2.8,1,10.8,0
Jake Stoneburner\StonJa01,MIA,26,te,11,1,5,5,100.00%,47,9.4,2,3,13,9.4,0.5,4.3,0
Lorenzo Taliaferro\TaliLo00,BAL,24,,3,0,5,5,100.00%,29,5.8,0,0,11,5.8,1.7,9.7,0
Zurlon Tipton\TiptZu01,IND,25,,10,0,8,5,62.50%,57,11.4,0,2,27,7.1,0.5,5.7,0
Tommy Bohanon\BohaTo00,NYJ,25,fb,16,4,8,4,50.00%,56,14,0,3,23,7,0.3,3.5,0
Reggie Bush\BushRe00,SFO,30,rb,5,1,10,4,40.00%,19,4.8,0,1,8,1.9,0.8,3.8,0
Corey Fuller\FullCo00,DET,25,,12,0,9,4,44.40%,76,19,0,3,48,8.4,0.3,6.3,1
Garrett Graham\GrahGa00,HOU,29,fb/te,8,2,19,4,21.10%,30,7.5,1,1,9,1.6,0.5,3.8,0
T.J. Graham\GrahT.00,NOR,26,,4,1,4,4,100.00%,24,6,0,1,18,6,1,6,0
Rob Housler\HousRo01,2TM,27,,10,0,7,4,57.10%,33,8.3,0,0,12,4.7,0.4,3.3,0
Malcolm Johnson\JohnMa06,CLE,23,fb,12,5,6,4,66.70%,15,3.8,0,0,8,2.5,0.3,1.3,0
Ricardo Lockette\LockRi00,SEA,29,,8,0,7,4,57.10%,69,17.3,1,2,40,9.9,0.5,8.6,0
Troy Niklas\NiklTr00,ARI,23,te,16,3,4,4,100.00%,33,8.3,2,3,13,8.3,0.3,2.1,0
Andrew Quarless\QuarAn00,GNB,27,te,5,1,5,4,80.00%,31,7.8,0,1,13,6.2,0.8,6.2,0
Stevan Ridley\RidlSt00,NYJ,26,rb,9,1,5,4,80.00%,-2,-0.5,0,0,3,-0.4,0.4,-0.2,0
Anthony Sherman\SherAn00,KAN,27,fb,16,2,5,4,80.00%,34,8.5,0,1,18,6.8,0.3,2.1,0
Terrance West\WestTe00,2TM,24,,8,0,5,4,80.00%,21,5.3,0,0,8,4.2,0.5,2.6,2
Trey Burton\BurtTr01,PHI,24,,16,0,4,3,75.00%,54,18,0,1,43,13.5,0.2,3.4,0
Ka'Deem Carey\CareKa00,CHI,23,rb,10,1,3,3,100.00%,19,6.3,1,2,11,6.3,0.3,1.9,1
Orleans Darkwa\DarkOr00,NYG,23,,16,0,5,3,60.00%,31,10.3,0,2,15,6.2,0.2,1.9,0
Kellen Davis\DaviKe01,NYJ,30,fb/te,16,9,11,3,27.30%,18,6,1,2,9,1.6,0.2,1.1,0
Toby Gerhart\GerhTo00,JAX,28,rb,7,1,5,3,60.00%,23,7.7,0,1,8,4.6,0.4,3.3,0
Matt LaCosse\LaCoMa00,NYG,23,,2,0,3,3,100.00%,22,7.3,0,2,10,7.3,1.5,11,0
Christine Michael\MichCh00,2TM,25,,8,2,6,3,50.00%,16,5.3,0,0,11,2.7,0.4,2,0
Tony Moeaki\MoeaTo00,ATL,28,,10,0,5,3,60.00%,58,19.3,1,3,42,11.6,0.3,5.8,0
Bernard Pierce\PierBe00,JAX,24,,7,0,5,3,60.00%,7,2.3,0,0,6,1.4,0.4,1,0
Bobby Rainey\RainBo00,TAM,28,,16,0,3,3,100.00%,16,5.3,0,1,8,5.3,0.2,1,8
Greg Salas\SalaGr00,BUF,27,,2,0,5,3,60.00%,41,13.7,0,3,20,8.2,1.5,20.5,0
Russell Shepard\ShepRu00,TAM,25,wr,13,2,9,3,33.30%,28,9.3,1,3,18,3.1,0.2,2.2,0
Kevin Smith\SmitKe04,SEA,24,wr,7,1,5,3,60.00%,43,14.3,0,2,21,8.6,0.4,6.1,0
Phillip Supernaw\SupePh00,TEN,25,te,16,1,4,3,75.00%,32,10.7,0,1,16,8,0.2,2,1
Michael Williams\WillMi06,NWE,25,rb/te/wr,15,9,6,3,50.00%,26,8.7,0,1,15,4.3,0.2,1.7,0
Chandler Worthy\WortCh00,HOU,22,,3,0,4,3,75.00%,14,4.7,0,1,12,3.5,1,4.7,1
Tyson Alualu\AluaTy99,JAX,28,DT,16,14,3,2,66.70%,19,9.5,0,2,16,6.3,0.1,1.2,0
Tevin Coleman\ColeTe01,ATL,22,rb,12,3,11,2,18.20%,14,7,0,0,10,1.3,0.2,1.2,3
B.J. Daniels\DaniB.00,2TM,27,,8,0,2,2,100.00%,18,9,0,0,12,9,0.3,2.3,0
Geremy Davis\DaviGe00,NYG,23,,10,0,3,2,66.70%,21,10.5,0,1,16,7,0.2,2.1,0
Knile Davis\DaviKn00,KAN,24,,14,0,3,2,66.70%,24,12,0,1,12,8,0.1,1.7,0
Marquise Goodwin\GoodMa00,BUF,25,,2,0,2,2,100.00%,24,12,0,2,14,12,1,12,0
Corey Grant\GranCo00,JAX,24,,6,0,3,2,66.70%,13,6.5,0,0,8,4.3,0.3,2.2,1
Jeff Janis\JaniJe00,GNB,24,,16,0,12,2,16.70%,79,39.5,0,2,46,6.6,0.1,4.9,0
Will Johnson\JohnWi00,PIT,26,fb,16,4,4,2,50.00%,16,8,0,1,11,4,0.1,1,0
Jonathan Krause\KrauJo00,PHI,23,,2,0,4,2,50.00%,11,5.5,0,0,7,2.8,1,5.5,0
Jorvorskie Lane\LaneJo00,TAM,28,fb,16,6,2,2,100.00%,13,6.5,0,0,8,6.5,0.1,0.8,0
Tre McBride\McBrTr00,TEN,23,,7,0,4,2,50.00%,8,4,1,1,7,2,0.3,1.1,0
Roosevelt Nix\NixxRo01,PIT,23,fb,15,4,3,2,66.70%,16,8,0,1,10,5.3,0.1,1.1,0
Cordarrelle Patterson\PattCo00,MIN,24,wr,16,1,2,2,100.00%,10,5,0,1,9,5,0.1,0.6,1
Matt Spaeth\SpaeMa00,PIT,32,te,13,7,3,2,66.70%,10,5,0,1,6,3.3,0.2,0.8,0
Brandon Tate\TateBr00,CIN,28,,16,0,3,2,66.70%,59,29.5,1,1,55,19.7,0.1,3.7,1
Deonte Thompson\ThomDe04,CHI,26,,7,0,3,2,66.70%,81,40.5,0,2,45,27,0.3,11.6,0
Andrew Turzilli\TurzAn00,TEN,24,,3,0,2,2,100.00%,25,12.5,0,1,18,12.5,0.7,8.3,0
Darren Waller\WallDa01,BAL,23,wr,6,1,6,2,33.30%,18,9,0,1,17,3,0.3,3,0
DeAndrew White\WhitDe01,SFO,24,,4,0,2,2,100.00%,18,9,0,2,10,9,0.5,4.5,1
Kerwynn Williams\WillKe05,ARI,24,,6,0,2,2,100.00%,16,8,0,1,12,8,0.3,2.7,1
Tyrell Williams\WillTy00,SDG,23,,4,0,5,2,40.00%,90,45,1,0,80,18,0.5,22.5,0
Zach Zenner\ZennZa00,DET,24,rb,6,1,3,2,66.70%,11,5.5,0,0,7,3.7,0.3,1.8,0
Seyi Ajirotutu\AjirSe00,PHI,28,,13,0,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0
Mario Alford\AlfoMa00,CIN,23,,1,0,1,1,100.00%,15,15,0,1,15,15,1,15,0
E.J. Bibbs\BibbE.00,CLE,24,,7,0,2,1,50.00%,7,7,0,0,7,3.5,0.1,1,0
Tom Brady*\BradTo00,NWE,38,QB,16,16,1,1,100.00%,36,36,0,1,36,36,0.1,2.3,6
Malcolm Brown\BrowMa03,STL,22,,1,0,1,1,100.00%,-2,-2,0,1,-2,-2,1,-2,0
Vincent Brown\BrowVi00,SDG,26,,1,0,2,1,50.00%,22,22,0,1,22,11,1,22,0
Asante Cleveland\ClevAs00,NWE,23,te,4,1,1,1,100.00%,1,1,0,0,1,1,0.3,0.3,0
Tyler Clutts\ClutTy00,DAL,31,fb,16,5,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,0
Sammie Coates\CoatSa00,PIT,22,,7,0,2,1,50.00%,11,11,0,1,11,5.5,0.1,1.6,0
David Cobb\CobbDa00,TEN,22,rb,7,1,2,1,50.00%,-2,-2,0,0,-2,-1,0.1,-0.3,0
Derrick Coleman\ColeDe00,SEA,25,fb/rb,14,3,1,1,100.00%,0,0,0,0,0,0,0.1,0,0
Cody Davis\DaviCo02,STL,26,,16,0,2,1,50.00%,20,20,0,1,20,10,0.1,1.3,1
Marcus Easley\EaslMa00,BUF,28,,13,0,3,1,33.30%,58,58,1,1,58,19.3,0.1,4.5,0
Ben Edwards\EdwaBe00,NYG,23,,2,0,2,1,50.00%,9,9,0,0,9,4.5,0.5,4.5,0
Jerome Felton\FeltJe00,BUF,29,FB,16,8,2,1,50.00%,12,12,0,0,12,6,0.1,0.8,0
Jake Fisher\FishJa00,CIN,22,te,14,1,5,1,20.00%,31,31,0,1,31,6.2,0.1,2.2,0
Ereck Flowers\FlowEr00,NYG,21,T,15,15,1,1,100.00%,-11,-11,0,0,-11,-11,0.1,-0.7,0
Brittan Golden\GoldBr00,ARI,27,,16,0,1,1,100.00%,5,5,0,1,5,5,0.1,0.3,1
MarQueis Gray\GrayMa00,BUF,26,,4,0,1,1,100.00%,2,2,0,0,2,2,0.3,0.5,0
Chris Harper\HarpCh01,NWE,22,,5,0,3,1,33.30%,6,6,0,0,6,2,0.2,1.2,1
Mike Iupati*\IupaMi20,ARI,28,LG,13,13,1,1,100.00%,10,10,0,1,10,10,0.1,0.8,0
Steven Jackson\JackSt00,NWE,32,rb,2,1,1,1,100.00%,20,20,0,1,20,20,0.5,10,0
Nic Jacobs\JacoNi00,JAX,24,te,11,3,3,1,33.30%,6,6,0,0,6,2,0.1,0.5,0
David Johnson\JohnDa05,SDG,28,te,16,4,2,1,50.00%,4,4,0,0,4,2,0.1,0.3,1
Wesley Johnson\JohnWe00,NYJ,24,c,10,1,1,1,100.00%,-5,-5,0,0,-5,-5,0.1,-0.5,0
Kendall Lamm\LammKe00,HOU,23,t/te,15,4,1,1,100.00%,7,7,0,1,7,7,0.1,0.5,0
Khari Lee\LeexKh00,CHI,23,te,16,7,3,1,33.30%,7,7,0,0,7,2.3,0.1,0.4,0
Brian Leonhardt\LeonBr01,SFO,25,,4,0,1,1,100.00%,4,4,0,0,4,4,0.3,1,0
Terrence Magee\MageTe00,BAL,22,,3,0,1,1,100.00%,2,2,0,0,2,2,0.3,0.7,0
Marcus Mariota\MariMa01,TEN,22,QB,12,12,1,1,100.00%,41,41,1,1,41,41,0.1,3.4,10
Matthew Mulligan\MullMa00,BUF,30,te,12,5,1,1,100.00%,2,2,0,0,2,2,0.1,0.2,0
